#x y
500 0.29
1000 0.40
1500 0.54
2000 0.76
2500 0.95
3000 1.15
3500 1.00
4000 1.12
4500 1.63
5000 1.80
5500 1.89
6000 2.27
6500 2.20
7000 2.23
7500 2.59
8000 2.53
8500 3.37
9000 3.79
9500 3.81
10000 3.54
