#x y
500 444.40
1000 1972.50
1500 5055.20
2000 9824.30
2500 17153.80
3000 26158.00
3500 34430.50
4000 44174.10
4500 61188.80
5000 75284.90
5500 95195.20
6000 112857.10
6500 139880.40
7000 145744.30
7500 186094.50
8000 200819.30
8500 229624.70
9000 278261.40
9500 294072.50
10000 301817.90
