#x y
500 1546.00
1000 4948.90
1500 9372.70
2000 12902.60
2500 18014.40
3000 22666.20
3500 34514.10
4000 39455.60
4500 37458.80
5000 41746.20
5500 50354.40
6000 49673.10
6500 63625.80
7000 65440.70
7500 71982.20
8000 79502.50
8500 68160.10
9000 73448.30
9500 77129.40
10000 85377.50
