500 332.40	
1000 1318.80	
1500 2936.80	
2000 9554.60	
2500 14163.80	
3000 16342.60	
3500 19674.60	
4000 38414.20	
4500 64093.20	
5000 49723.00	
5500 62168.40	
6000 59363.40	
6500 112794.60	
7000 60813.00	
7500 135045.00	
8000 143240.00	
8500 204351.60	
9000 231788.60	
9500 198588.20	
10000 238637.20	
